iter	RMSE
438	1097.087311
439	1096.825871
440	1094.923621
441	1093.535132
442	1092.597697
443	1092.219636
444	1088.916461
445	1086.234571
446	1084.012213
447	1082.126362
448	1080.510111
449	1079.469838
450	1078.213748
451	1075.257108
452	1071.826269
453	1071.170993
454	1067.869767
455	1064.819646
456	1064.59946
457	1062.875773
458	1059.313179
459	1055.85187
460	1054.868296
461	1052.150677
462	1048.855251
463	1046.435832
464	1043.094351
465	1042.177656
466	1038.767769
467	1035.813912
468	1034.196132
469	1033.780729
470	1033.528924
471	1033.140289
472	1030.580835
473	1028.330355
474	1027.336927
475	1025.01803
476	1024.709511
477	1024.078701
478	1022.740991
479	1020.317802
480	1019.820883
481	1019.560481
482	1017.365283
483	1016.031795
484	1013.263223
485	1010.85213
486	1008.065572
487	1007.443384
488	1007.153014
489	1004.422557
490	1002.021987
491	999.6247302
492	998.7870864
493	996.907556
494	995.2254615
495	993.9956885
496	991.562573
497	989.0293434
498	988.7687248
499	988.5451927
500	986.2949983
501	986.0198411
502	983.4625567
503	981.701317
504	979.7884878
505	978.5703666
506	976.3131172
507	975.9023283
508	975.7161453
509	973.5644262
510	971.4672463
511	969.6692877
512	969.2700405
513	967.4121791
514	964.9771744
515	963.9895446
516	963.7803661
517	961.7937264
518	961.5157834
519	959.4105355
520	958.5392623
521	956.7922401
522	954.8720805
523	954.5542247
524	952.5942246
525	950.2435368
526	948.6893138
527	947.1842748
528	946.9201086
529	944.472978
530	944.274281
531	944.0260719
532	941.7068938
533	940.5323325
534	939.3844161
535	939.0199052
536	937.4446067
537	937.2791975
538	937.0922841
539	935.1487655
540	933.2358324
541	931.0364417
542	929.924747
543	929.4408507
544	927.9075511
545	927.723948
546	927.3858071
547	926.2727899
548	925.0162364
549	924.1819213
550	922.4560243
551	920.6955454
552	918.8003986
553	917.7360129
554	916.757147
555	915.8434534
556	914.7558332
557	913.5932975
558	912.6132054
559	911.587922
560	909.9346383
561	907.744972
562	906.7712213
563	904.6098001
564	902.1204996
565	900.5858641
566	899.8088812
567	898.8413274
568	896.7179853
569	895.7801517
570	895.0608884
571	892.9594396
572	891.0182223
573	890.7793109
574	890.5258756
575	889.3684782
576	888.677724
577	887.8328015
578	886.9335307
579	885.0242851
580	883.9946182
581	882.4940479
582	880.7889774
583	878.6893079
584	878.0012197
585	877.5548797
586	876.2180798
587	875.2737769
588	874.9066581
589	874.2191584
590	874.0346812
591	872.2793858
592	870.63373
593	869.5472962
594	869.0111383
595	868.7949207
596	868.0131444
597	866.339724
598	864.5659243
599	862.6316192
600	861.899613
601	861.1399021
602	860.3247804
603	858.7689045
604	857.5440548
605	855.796546
606	854.7216057
607	853.2054049
608	852.6956783
609	850.8277248
610	850.7129175
611	850.501442
612	849.0007417
613	848.8126726
614	848.1023128
615	847.1520444
616	846.3995633
617	844.8059535
618	843.2114202
619	843.0928578
620	842.7571164
621	840.8286809
622	839.1802804
623	837.6456021
624	836.8222029
625	836.0199373
626	834.4960707
627	832.7896909
628	831.9862663
629	830.2008454
630	828.1871919
631	827.4193391
632	826.0659198
633	825.117022
634	824.0962177
635	823.619186
636	823.0386136
637	821.296104
638	819.9950485
639	819.6050692
640	818.5295197
641	817.3862213
642	816.5921229
643	814.7507451
644	813.3049697
645	812.0591812
646	810.9758174
647	810.5119003
648	809.75505
649	808.3144186
650	806.45206
651	805.7237638
652	804.8862531
653	804.1669451
654	802.8080936
655	802.0949654
656	800.886573
657	800.1966066
658	799.526499
659	798.3033753
660	796.8883684
661	795.8051845
662	794.0021673
663	793.267427
664	793.0137645
665	792.0077024
666	790.71339
667	789.433309
668	788.5652656
669	787.0066912
670	785.7411625
671	784.2483709
672	783.3045532
673	782.27231
674	781.5173387
675	781.2537262
676	780.3822147
677	779.025582
678	778.5460812
679	777.834977
680	776.7831272
681	776.3681853
682	775.649587
683	775.1822671
684	774.713208
685	773.4110758
686	772.6803809
687	771.2462098
688	770.3303308
689	770.0969534
690	769.4734177
691	768.9100128
692	767.4320334
693	766.6234002
694	766.0587873
695	765.8689243
696	765.2679236
697	764.1837629
698	763.1388294
699	762.5332428
700	761.8634904
701	761.2053621
702	760.6489257
703	759.6958342
704	757.845983
705	757.6744599
706	756.2521084
707	754.9636691
708	754.3303175
709	753.4643158
710	752.0031952
711	750.7741693
712	750.1419666
713	749.7379151
714	749.1324705
715	748.4885691
716	747.0351029
717	746.4477021
718	745.1108462
719	743.8396411
720	743.2650176
721	741.9609026
722	741.7783731
723	740.8948903
724	740.2827884
725	739.777182
726	739.5712073
727	738.2994914
728	737.4084106
729	737.1948998
730	736.2891235
731	736.0789836
732	735.0551931
733	734.4202409
734	733.7012655
735	732.4524329
736	732.2587669
737	731.6654663
738	730.4486223
739	730.0831615
740	729.6094887
741	729.0401762
742	728.5058901
743	727.6148109
744	726.7731323
745	726.5849394
746	725.7150194
747	725.4757795
748	724.3228004
749	723.0082637
750	721.7877827
751	720.5720592
752	719.5028057
753	719.0429033
754	717.7153681
755	717.5730976
756	716.4439572
757	715.87417
758	714.7008311
759	713.8600751
760	713.2931381
761	711.8959885
762	711.1078513
763	710.5586497
764	710.0234699
765	709.6781686
766	709.0685943
767	708.5349836
768	708.0279445
769	707.0509467
770	706.2230078
771	705.2707066
772	704.8929508
773	704.3807304
774	703.2668802
775	702.7649738
776	702.5817534
777	702.1028618
778	701.5528193
779	701.1694262
780	700.0920206
781	699.3899512
782	698.9211988
783	698.5759225
784	697.4627722
785	696.927993
786	695.8267823
787	695.2401302
788	694.6431225
789	693.758584
790	693.1005227
791	692.6165939
792	692.0461422
793	691.7447404
794	691.2890883
795	690.7681577
796	689.747894
797	688.989605
798	687.7824079
799	687.1808377
800	686.4827833
801	686.0545346
802	685.3139423
803	684.8577452
804	684.5582294
805	684.4072135
806	684.0678537
807	683.6114736
808	683.2403165
809	682.0933418
810	680.8630944
811	680.3709156
812	679.3937639
813	678.49744
814	678.0214759
815	677.5472927
816	677.1189346
817	676.6908819
818	676.0990036
819	675.9587694
820	675.4940095
821	675.0832833
822	674.0621308
823	673.364531
824	672.6195509
825	672.1619588
826	671.9721638
827	671.5816595
828	669.9010593
829	668.9248639
830	667.8907557
831	667.3817039
832	666.9760849
833	666.7748089
834	665.6932013
835	664.8509834
836	664.6128538
837	663.8113909
838	663.4861023
839	662.4254269
840	662.1669
841	661.71732
842	660.9955991
843	660.4228008
844	659.2447058
845	658.30388
846	658.1258316
847	657.0623239
848	656.2860271
849	655.9027511
850	654.5901218
851	653.4221785
852	653.0516721
853	652.4515347
854	652.0644806
855	651.6066492
856	650.7329504
857	649.7953018
858	649.0864112
859	648.6628181
860	647.7652679
861	646.890256
862	646.5600335
863	646.0292718
864	645.2734016
865	644.7951329
866	644.4341813
867	643.9616252
868	643.2948837
869	642.7522755
870	642.458123
871	642.1106111
872	641.7566525
873	641.3802214
874	641.0942916
875	640.246382
876	639.4082377
877	639.0459378
878	638.6665795
879	638.4186161
880	637.6323356
881	637.2815498
882	636.2708231
883	635.3099451
884	634.9689738
885	634.6747301
886	634.2712272
887	634.0853703
888	633.835536
889	633.6395181
890	633.2589584
891	632.3769263
892	631.9111259
893	631.5307137
894	630.7227191
895	629.830056
896	629.3723198
897	628.5909211
898	628.2697683
899	627.4022218
900	626.5117627
901	626.1969214
902	625.8157136
903	625.4764392
904	624.7157475
905	623.9668511
906	623.659756
907	622.3886208
908	621.65345
909	620.6536312
910	620.2978095
911	619.8867132
912	619.5856539
913	618.8685827
914	618.692256
915	618.5254857
916	618.3339242
917	617.7338729
918	617.427611
919	616.7393389
920	616.1514352
921	615.8504898
922	615.2771786
923	614.965191
924	614.6198816
925	613.5446433
926	612.7231106
927	611.7281833
928	611.1625553
929	611.0242407
930	610.0991648
931	609.686354
932	609.3227113
933	608.9018002
934	608.5985512
935	608.0997921
936	607.4405922
937	607.3100975
938	607.0581723
939	606.263429
940	605.3030567
941	604.9067921
942	604.4450728
943	604.0601191
944	603.6375318
945	602.8916117
946	602.0508245
947	601.6956002
948	601.1365334
949	600.8536947
950	600.7164667
951	600.4431141
952	600.3007409
953	599.6773221
954	598.7826311
955	598.3827314
956	597.8914763
957	597.3787427
958	597.1145415
959	596.3008741
960	596.1275323
961	595.6697336
962	595.1307504
963	594.3577076
964	593.9680305
965	593.8557194
966	593.7144938
967	592.9178289
968	592.5422094
969	591.8682276
970	591.8002806
971	591.4185727
972	591.0855013
973	590.9596937
974	590.6097622
975	590.4384152
976	590.1340753
977	589.443209
978	588.9216077
979	588.3408421
980	588.2747297
981	587.5933076
982	587.2358348
983	586.7858433
984	586.3874154
985	586.1227716
986	585.8969231
987	585.7316114
988	585.151227
989	584.4750808
990	583.7790332
991	582.961957
992	582.8427518
993	582.3773447
994	582.1063273
995	581.3305217
996	581.2405789
997	580.5874635
998	580.3522267
999	579.775353
